tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,23,0.0077,50.477,0.1143,0.4842,0.000,0
500,asocial,2976,0.9923,36.435,0.0014,0.4808,0.000,0
1000,cultural,21,0.0070,48.002,0.1370,0.4828,0.000,0
1000,asocial,2974,0.9930,44.972,0.0024,0.4702,0.000,0
1500,cultural,19,0.0063,53.388,0.1423,0.4958,0.000,0
1500,asocial,2979,0.9937,55.794,0.0030,0.4619,0.000,0
2000,cultural,18,0.0060,55.306,0.1761,0.4936,0.000,0
2000,asocial,2981,0.9940,72.447,0.0170,0.4503,0.000,0
2500,cultural,16,0.0053,60.123,0.3819,0.4943,0.000,0
2500,asocial,2982,0.9947,92.556,0.0350,0.4366,0.000,0
