tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,58.741,0.0446,0.4934,0.000,0
500,asocial,2979,0.9933,34.791,0.0044,0.4836,0.000,0
1000,cultural,20,0.0067,68.997,0.3077,0.4934,0.000,0
1000,asocial,2976,0.9933,44.894,0.0149,0.4801,0.000,0
1500,cultural,20,0.0067,62.020,0.3606,0.4934,0.000,0
1500,asocial,2980,0.9933,55.636,0.0174,0.4743,0.000,0
2000,cultural,18,0.0060,28.569,0.3725,0.5027,0.000,0
2000,asocial,2976,0.9940,67.384,0.0192,0.4614,0.000,0
2500,cultural,15,0.0050,29.550,0.3442,0.5106,0.000,0
2500,asocial,2983,0.9950,74.739,0.0240,0.4521,0.000,0
