tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,845,0.2824,38.949,1.1091,0.4622,0.000,0
500,asocial,2147,0.7176,58.522,0.0000,0.4468,0.000,0
1000,cultural,855,0.2857,50.305,1.7525,0.4542,0.000,0
1000,asocial,2138,0.7143,83.885,0.0000,0.4374,0.000,0
1500,cultural,952,0.3179,68.953,2.1142,0.4491,0.000,0
1500,asocial,2043,0.6821,116.222,0.0000,0.4273,0.000,0
2000,cultural,1089,0.3630,75.304,3.4151,0.4383,0.000,0
2000,asocial,1911,0.6370,150.521,0.0000,0.4282,0.000,0
2500,cultural,1263,0.4213,83.213,5.1521,0.4339,0.000,0
2500,asocial,1735,0.5787,186.862,0.0000,0.4252,0.000,0
3000,cultural,1523,0.5083,76.367,6.0997,0.4428,0.000,0
3000,asocial,1473,0.4917,209.386,0.0000,0.4124,0.000,0
3500,cultural,1688,0.5636,56.235,7.1522,0.4543,0.000,0
3500,asocial,1307,0.4364,192.337,0.0000,0.4008,0.000,0
4000,cultural,1832,0.6109,44.098,8.1543,0.4686,0.000,0
4000,asocial,1167,0.3891,199.765,0.0000,0.3937,0.000,0
4500,cultural,1913,0.6385,37.442,8.8979,0.4751,0.000,0
4500,asocial,1083,0.3615,205.947,0.0000,0.3996,0.000,0
5000,cultural,1762,0.5951,28.989,9.5426,0.4714,0.000,0
5000,asocial,1199,0.4049,152.119,0.0000,0.4110,0.000,0
5500,cultural,1652,0.5516,24.650,10.2162,0.4600,0.000,0
5500,asocial,1343,0.4484,137.789,0.0000,0.4423,0.000,0
6000,cultural,1579,0.5276,24.796,10.8214,0.4613,0.000,0
6000,asocial,1414,0.4724,142.414,0.0000,0.4544,0.000,0
6500,cultural,1439,0.4803,25.717,11.3612,0.4658,0.000,0
6500,asocial,1557,0.5197,117.250,0.0000,0.4709,0.000,0
7000,cultural,1348,0.4493,24.826,11.9631,0.4732,0.000,0
7000,asocial,1652,0.5507,93.758,0.0000,0.4798,0.000,0
7500,cultural,1269,0.4233,25.366,12.5407,0.4791,0.000,0
7500,asocial,1729,0.5767,76.625,0.0000,0.4841,0.000,0
8000,cultural,1145,0.3824,24.555,13.1066,0.4775,0.000,0
8000,asocial,1849,0.6176,70.138,0.0000,0.4898,0.000,0
8500,cultural,985,0.3286,27.548,13.6252,0.4829,0.000,0
8500,asocial,2013,0.6714,61.373,0.0000,0.4939,0.000,0
9000,cultural,934,0.3121,25.333,14.1396,0.4821,0.000,0
9000,asocial,2059,0.6879,57.237,0.0000,0.4962,0.000,0
9500,cultural,959,0.3201,24.478,14.7006,0.4829,0.000,0
9500,asocial,2037,0.6799,49.404,0.0000,0.4990,0.000,0
10000,cultural,1006,0.3356,22.780,15.2974,0.4863,0.000,0
10000,asocial,1992,0.6644,40.399,0.0000,0.5022,0.000,0
10500,cultural,1068,0.3564,22.130,15.8782,0.4866,0.000,0
10500,asocial,1929,0.6436,41.188,0.0000,0.5052,0.000,0
11000,cultural,1119,0.3734,21.757,16.4910,0.4831,0.000,0
11000,asocial,1878,0.6266,42.263,0.0000,0.5092,0.000,0
11500,cultural,1165,0.3889,22.517,17.1490,0.4828,0.000,0
11500,asocial,1831,0.6111,42.919,0.0000,0.5076,0.000,0
12000,cultural,1212,0.4044,24.139,17.7499,0.4780,0.000,0
12000,asocial,1785,0.5956,44.494,0.0000,0.5045,0.000,0
12500,cultural,1239,0.4134,23.988,18.4503,0.4745,0.000,0
12500,asocial,1758,0.5866,43.396,0.0000,0.5013,0.000,0
13000,cultural,1321,0.4409,24.239,19.1954,0.4703,0.000,0
13000,asocial,1675,0.5591,39.772,0.0000,0.4995,0.000,0
13500,cultural,1383,0.4619,24.109,19.9050,0.4696,0.000,0
13500,asocial,1611,0.5381,41.983,0.0000,0.4998,0.000,0
14000,cultural,1412,0.4711,25.508,20.5248,0.4656,0.000,0
14000,asocial,1585,0.5289,43.691,0.0000,0.5008,0.000,0
14500,cultural,1378,0.4596,24.423,21.1296,0.4634,0.000,0
14500,asocial,1620,0.5404,37.688,0.0000,0.5048,0.000,0
15000,cultural,1407,0.4695,24.952,21.7807,0.4602,0.000,0
15000,asocial,1590,0.5305,42.331,0.0000,0.5074,0.000,0
15500,cultural,1470,0.4905,24.771,22.3854,0.4595,0.000,0
15500,asocial,1527,0.5095,42.525,0.0000,0.5088,0.000,0
16000,cultural,1566,0.5223,24.264,22.9791,0.4616,0.000,0
16000,asocial,1432,0.4777,43.729,0.0000,0.5099,0.000,0
16500,cultural,1655,0.5526,23.560,23.5965,0.4606,0.000,0
16500,asocial,1340,0.4474,46.688,0.0000,0.5076,0.000,0
17000,cultural,1745,0.5821,22.274,24.2564,0.4619,0.000,0
17000,asocial,1253,0.4179,46.919,0.0000,0.5065,0.000,0
17500,cultural,1798,0.6001,23.274,24.8682,0.4637,0.000,0
17500,asocial,1198,0.3999,47.427,0.0000,0.5053,0.000,0
18000,cultural,1833,0.6120,22.898,25.4635,0.4633,0.000,0
18000,asocial,1162,0.3880,48.778,0.0000,0.5114,0.000,0
18500,cultural,1875,0.6260,23.871,26.2057,0.4622,0.000,0
18500,asocial,1120,0.3740,44.458,0.0000,0.5172,0.000,0
19000,cultural,1948,0.6500,24.573,26.8922,0.4614,0.000,0
19000,asocial,1049,0.3500,43.420,0.0000,0.5205,0.000,0
19500,cultural,2011,0.6708,24.589,27.6348,0.4587,0.000,0
19500,asocial,987,0.3292,46.762,0.0000,0.5183,0.000,0
20000,cultural,2059,0.6877,26.051,28.2767,0.4574,0.000,0
20000,asocial,935,0.3123,45.759,0.0000,0.5162,0.000,0
