tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,32,0.0107,73.811,0.1493,0.4688,0.000,0
500,asocial,2961,0.9893,43.115,0.0056,0.4563,0.000,0
1000,cultural,33,0.0121,68.465,0.1728,0.4645,0.000,0
1000,asocial,2689,0.9879,63.147,0.0068,0.4499,0.000,0
1500,cultural,32,0.0113,57.727,0.3506,0.4592,0.000,0
1500,asocial,2791,0.9887,81.024,0.1981,0.4974,0.000,0
2000,cultural,20,0.0095,48.574,0.5766,0.4662,0.000,0
2000,asocial,2087,0.9905,107.948,0.1990,0.4846,0.000,0
2500,cultural,12,0.0074,60.876,0.6020,0.4195,0.000,0
2500,asocial,1616,0.9926,138.577,0.1719,0.4611,0.000,0
