tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,60.969,0.0597,0.4960,0.000,0
500,asocial,2977,0.9933,36.507,0.0006,0.4830,0.000,0
1000,cultural,20,0.0067,53.082,0.0865,0.4960,0.000,0
1000,asocial,2978,0.9933,48.722,0.0007,0.4755,0.000,0
1500,cultural,22,0.0073,44.407,0.0906,0.4903,0.000,0
1500,asocial,2976,0.9927,61.816,0.0020,0.4674,0.000,0
2000,cultural,25,0.0083,39.073,0.2799,0.4780,0.000,0
2000,asocial,2973,0.9917,73.755,0.0380,0.4555,0.000,0
2500,cultural,18,0.0060,39.892,0.4731,0.4743,0.000,0
2500,asocial,2979,0.9940,80.487,0.0575,0.4418,0.000,0
