tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
2000,cultural,1429,0.4765,69.333,5.5354,0.5309,0.000,0
2000,asocial,1570,0.5235,178.879,0.0000,0.4554,0.000,0
4000,cultural,1926,0.6433,77.980,12.5419,0.5328,0.000,0
4000,asocial,1068,0.3567,217.690,0.0000,0.4008,0.000,0
6000,cultural,2520,0.8417,73.788,23.0604,0.5437,0.000,0
6000,asocial,474,0.1583,274.134,0.0000,0.3555,0.000,0
8000,cultural,2869,0.9573,159.840,27.7437,0.5563,0.000,0
8000,asocial,128,0.0427,428.803,0.0000,0.3070,0.000,0
10000,cultural,2924,0.9776,142.276,30.7817,0.5516,0.002,1
10000,asocial,67,0.0224,522.170,0.0000,0.3213,0.000,0
