tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
2000,cultural,365,0.1821,137.648,2.1919,0.4288,0.140,1
2000,asocial,1639,0.8179,133.859,0.0000,0.4101,0.000,0
4000,cultural,159,0.1338,435.745,2.3067,0.3796,0.264,1
4000,asocial,1029,0.8662,237.915,0.0000,0.3598,0.000,0
6000,cultural,102,0.0748,232.585,2.3158,0.4242,0.137,1
6000,asocial,1261,0.9252,190.992,0.0000,0.3809,0.000,0
8000,cultural,46,0.0364,271.136,2.4445,0.3754,0.109,1
8000,asocial,1218,0.9636,137.313,0.0000,0.3084,0.000,0
10000,cultural,46,0.0671,253.325,2.5253,0.3654,0.000,0
10000,asocial,640,0.9329,94.185,0.0000,0.3176,0.000,0
12000,cultural,15,0.0473,122.316,2.5306,0.3273,0.000,0
12000,asocial,302,0.9527,158.926,0.0000,0.3045,0.000,0
