tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
2000,cultural,450,0.1785,107.025,1.9501,0.4354,0.151,1
2000,asocial,2071,0.8215,142.527,0.0000,0.3814,0.000,0
4000,cultural,199,0.1254,259.298,2.1775,0.4214,0.131,1
4000,asocial,1388,0.8746,192.148,0.0000,0.3580,0.000,0
6000,cultural,19,0.0407,291.435,2.2214,0.4069,0.053,1
6000,asocial,448,0.9593,265.628,0.0000,0.3288,0.000,0
8000,cultural,3,0.0150,778.372,2.2248,0.3689,0.000,0
8000,asocial,197,0.9850,394.057,0.0000,0.3171,0.000,0
10000,cultural,3,0.0153,31.836,0.0384,0.4624,0.000,0
10000,asocial,193,0.9847,370.757,0.0000,0.3408,0.000,0
12000,cultural,1,0.0062,117.333,0.0397,0.5313,0.000,0
12000,asocial,160,0.9938,328.756,0.0000,0.3276,0.000,0
